video_id,title,channel,label
E7W4OQfJWdw,Nutrients For Brain Health & Performance | Huberman Lab Podcast #42,Andrew Huberman,
JVRyzYB9JSY,"The Science of Hearing, Balance & Accelerated Learning",Andrew Huberman,
15R2pMqU2ok,How to Enhance Your Gut Microbiome for Brain & Overall Health,Andrew Huberman,gut;longevity
yOJvm_ri_hk,Dr. Paul Conti: Tools and Protocols for Mental Health | Huberman Lab Guest Series,Andrew Huberman,
nkq4DNF6n2s,Bulletproof Immunity: Top 10 Ways For Success!,Healthy Immune Doc,
EWFF6pL0f6I,No More Bad Cholesterol! Surprising Ways That Work!,Healthy Immune Doc,
PVmQOLYckKQ,Protocols to Strengthen & Pain Proof Your Back,Andrew Huberman,training
-e9ErUozQo4,LIVE EVENT Q&A: Dr. Andrew Huberman at the Brisbane Convention & Exhibition Centre,Andrew Huberman,
oBRrSju9FJQ,Doctor Reacts: Viral Anti-Inflammatory Meal!,Healthy Immune Doc,
L9FvRFCJNEs,No More Cancer: 10 Foods To Eat,Healthy Immune Doc,
Wmpb0JffgOw,Top 10 Immune Boosting Foods For Smoothies.,Healthy Immune Doc,
x4m_PdFbu-s,"How to Breathe Correctly for Optimal Health, Mood, Learning & Performance | Huberman Lab Podcast",Andrew Huberman,
5--yogtN6oM,Supercharge Exercise Performance & Recovery with Cooling | Huberman Lab Essentials,Andrew Huberman,
D97TQuy946k,Optimize Your Learning & Creativity With Science-Based Tools | Huberman Lab Essentials,Andrew Huberman,longevity
Bk_O0Odh0Ow,Protect Your Brain: Is Fluoride Safe?,Healthy Immune Doc,
KN1fmwF6a8o,Master Cortisol: Best Foods To Eat Now!,Healthy Immune Doc,
VOfwbcveP84,"Harnessing Passion, Drive & Persistence for Lifelong Success | Tony Hawk",Andrew Huberman,
RgAcOqVRfYA,"Science of Social Bonding in Family, Friendship & Romantic Love",Andrew Huberman,
M7sBw5VHPV4,Toxins In Your Home: 5 Surprising Toxins To Avoid In Foods,Healthy Immune Doc,
2XGREPnlI8U,"Healthy Eating & Eating Disorders - Anorexia, Bulimia, Binging",Andrew Huberman,
Nmo4bxfFzM0,How to Control Your Metabolism by Thyroid & Growth Hormone | Huberman Lab Essentials,Andrew Huberman,
_eDg9yOvvrQ,"How Smell, Taste & Pheromones Shape Behavior | Huberman Lab Essentials",Andrew Huberman,
gBKjf0Ez5uU,No More Cancer: Melatonin Rich Foods To Eat Now!,Healthy Immune Doc,sleep
4kjUtm2JbAA,Lower & Reverse High Cholesterol: Top 10 Foods To Eat,Healthy Immune Doc,
S8nPJU9xkNw,"AMA #4: Maintain Motivation, Improve REM Sleep, Set Goals, Manage Anxiety & More",Andrew Huberman,sleep
XLr2RKoD-oY,"Science of Muscle Growth, Increasing Strength & Muscular Recovery",Andrew Huberman,longevity;training
wDEAjKs9I64,Can't Lose Weight? Try This Metabolism-Boosting Salt!,Healthy Immune Doc,
CLbVW3Pj46A,"Control Your Vagus Nerve to Improve Mood, Alertness & Neuroplasticity",Andrew Huberman,
beR_tBdcYEw,Which Is The Healthiest Bread? It's Not What You Think.,Healthy Immune Doc,
DkS1pkKpILY,"What Alcohol Does to Your Body, Brain & Health",Andrew Huberman,
oqiIH69q108,5 Bad Habits That Make Your DNA Sick: Prevent Cancer,Healthy Immune Doc,
x3MgDtZovks,How to Use Cold & Heat Exposure to Improve Your Health | Dr. Susanna Søberg,Andrew Huberman,
LVxL_p_kToc,"The Neuroscience of Speech, Language & Music | Dr. Erich Jarvis",Andrew Huberman,
fN7OOlTUy2s,No More Diabetes: #1 Absolute Best Foods,Healthy Immune Doc,
qNzl12g0Dd8,Efforts & Challenges in Promoting Public Health | Dr. Vivek Murthy,Andrew Huberman,
feaMB9pvCKY,Which Coffee Is The Healthiest? It's Not What You Think.,Healthy Immune Doc,
6ck9fa6_C8c,What Pets Actually Want & Need | Dr. Karolina Westlund,Andrew Huberman,
GLgKkG44MGo,Breathing for Mental & Physical Health & Performance | Dr. Jack Feldman,Andrew Huberman,
IAc3TPCjZbw,Solutions To Dry Skin You Must Know,Healthy Immune Doc,
hmhM2ZiHjGY,Replacing Rice: Top 10 Anti-Inflammatory Grains,Healthy Immune Doc,
cS7cNaBrkxo,"How Smells Influence Our Hormones, Health & Behavior | Dr. Noam Sobel",Andrew Huberman,
WA0ROhEFuf8,Can't Lose Weight? 10 Protein Rich Foods To Eat Daily.,Healthy Immune Doc,nutrition
SCzecagKBjY,"Essentials: Machines, Creativity & Love | Dr. Lex Fridman",Andrew Huberman,longevity
jgaoLdS82vw,"Build Muscle Size, Increase Strength & Improve Recovery | Huberman Lab Essentials",Andrew Huberman,longevity;training
0Axj7dj2CjE,Eat Sugar and Lose Weight! 10 Unbelievable Sweets!,Healthy Immune Doc,nutrition
tq0Yg3XtCVA,No More Inflammation! Top 7 Superfoods To Eat Now!,Healthy Immune Doc,
zFboUkU3rMg,Replacing Oils: 10 Creamy Anti-Inflammatory Foods!,Healthy Immune Doc,longevity
pyxdJ-lotUM,Anti-Aging: The BEST Top 10 Foods For Longevity!,Healthy Immune Doc,longevity
Zhcxp45w38M,Top 10 Immune-Boosting Foods! Must Eat!,Healthy Immune Doc,
xh8h8ZHM5p8,Lower & Reverse High Cholesterol: Top 10 Best Ways,Healthy Immune Doc,
g4cEnKsXkSY,Immunity & Vitamin D: Are You Unaware & Missing Out?,Healthy Immune Doc,bones;supplements
6Myvwe6oFd0,Can't Lose Weight? 10 Quick & Easy Lunches To Eat,Healthy Immune Doc,
wiKHx76aYdg,My Secret Healthy Bread Recipe (5-Min Prep!),Healthy Immune Doc,longevity
HeOWNX_zUGQ,How To Make Protein & Antioxidant Rich Breakfast Salad,Healthy Immune Doc,nutrition
poOf8b2WE2g,Using Your Nervous System to Enhance Your Immune System,Andrew Huberman,
oWCTQF6WWnY,#1 Nutrient To Lower Cholesterol Now!,Healthy Immune Doc,
w9MXqXBZy9U,Understanding & Healing the Mind | Dr. Karl Deisseroth,Andrew Huberman,
zlc4VrDx_qk,"Vaping, Alcohol Use & Other Risky Youth Behaviors | Dr. Bonnie Halpern-Felsher",Andrew Huberman,
jbCAeD8evBQ,10 Superfoods To Crush Inflammation & Feel Great!,Healthy Immune Doc,longevity
n391H__RjDk,Superfood Desserts To Crush Inflammation! Amazing!,Healthy Immune Doc,longevity
uwWOc_RqTBA,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in New York, NY",Andrew Huberman,
SWyAhSBoO4k,No More Dementia: Are You Happy?,Healthy Immune Doc,
zpkwefXtbfk,Contracts of Love & Money That Make or Break Relationships | James Sexton,Andrew Huberman,
-wIt_WsJGfw,"Using Meditation to Focus, View Consciousness & Expand Your Mind | Dr. Sam Harris",Andrew Huberman,neuro
ycOBZZeVeAc,How to Access Your Creativity | Rick Rubin,Andrew Huberman,longevity
z8c6EyMNd0A,Journal Club with Dr. Peter Attia | Metformin for Longevity & The Power of Belief Effects,Andrew Huberman,insulin;longevity
yb5zpo5WDG4,Focus Toolkit: Tools to Improve Your Focus & Concentration | Huberman Lab Podcast #88,Andrew Huberman,neuro
mbJ7OWRGmfc,Don’t Ruin Your Fast: How to Make Dinner the Feast Your Body is Craving,"Dr. Pradip Jamnadas, MD",longevity
qw8wMELZ5dI,How Fasting Transforms Your Metabolism & Tips to Get Started Today |  @The Primal Podcast Clip,"Dr. Pradip Jamnadas, MD and The Primal Podcast",
9pks62T7Xy0,"4 Fast & Easy Lunch Recipes to Fuel Your Body and Mind | Perfect for Work, School, or Home","Dr. Pradip Jamnadas, MD",
8k5rfLlrb38,The Hidden Dangers in Common Lunch Foods & The Impact of Eating Processed Foods Daily,"Dr. Pradip Jamnadas, MD",
08VrZoWOq_A,4 Delicious Breakfast Ideas Ready in Minutes (Nutritious & Simple) – Must Watch for Busy Parents,"Dr. Pradip Jamnadas, MD",
mfJTOfFbTHA,Breakfast Tips Everyone Should Know for Better Health (Especially Parents),"Dr. Pradip Jamnadas, MD",
NX4pAKgF4y4,How to Hack the Vagus Nerve to Reduce Life’s Daily Stress | @The Primal Podcast Clip​,"Dr. Pradip Jamnadas, MD",
Ww5J7JHBn5E,Preventing Silent Heart Disease: From Test Result to Informed Decisions,"Dr. Pradip Jamnadas, MD",
WmhCqjc6-Mo,Why Vagus Nerve Stimulation is Crucial – Hacks for Instant Results,"Dr. Pradip Jamnadas, MD",longevity
flDkL8bukEs,How Breathing Hacks the Vagus Nerve to Lower Blood Pressure & Inflammation,"Dr. Pradip Jamnadas, MD",
cXOoJKe4rug,Why ‘Healthy’ People Develop Clogged Arteries & How Fasting Can Help,"Dr. Pradip Jamnadas, MD",
ogNBtf3APFM,How Fasting Naturally Lowers High Blood Pressure,"Dr. Pradip Jamnadas, MD",
sGQW8Tx78hM,How the Vagus Nerve Heals Your Gut: The Key to Digestive Health and Healing,"Dr. Pradip Jamnadas, MD",
Npy0qwgh5RM,Why Gut Health Affects Everything | Your Gut Bacteria and You,"Dr. Pradip Jamnadas, MD",
irn3cFHmK-Y,Vagus Nerve Hacks: Powerful Techniques to Enhance Health and Well-Being,"Dr. Pradip Jamnadas, MD",
qIcSIC_IjfM,How to Fast for Different Goals | Dr. J’s Fasting and Time Restricted Feeding Tips,"Dr. Pradip Jamnadas, MD",
PNByT_Mm_Ac,Healthiest Cooking Methods Explained: Lowering Advanced Glycation End Products (AGEs) Effectively,"Dr. Pradip Jamnadas, MD",
OSFEUVNf7_A,Eat these foods to reduce harm from Advanced Glycation End Products [AGEs],"Dr. Pradip Jamnadas, MD",
rGD1BYD6N2Y,AGEs: The Surprising Link Between our Diet and Aging [Advanced Glycation End Products],"Dr. Pradip Jamnadas, MD",nutrition
KL4zEnWAykM,Stopping Heart Disease Progression: What Everyone Should Know,"Dr. Pradip Jamnadas, MD",
buzfmeTpyCw,Evolution of Cardiac Diagnostics: A New Era with AI-Powered FFR-CT,"Dr. Pradip Jamnadas, MD",
8l4ofIBJ0GQ,Eating for Two: Nourishing Yourself and Your Gut Microbiome,"Dr. Pradip Jamnadas, MD",gut;longevity
tokEa2DGcaA,Practical Guide to Transform your Health by Optimizing Gut Bacteria,"Dr. Pradip Jamnadas, MD",
4S7Nh0oHNDw,How Gut Bacteria Diversity Improves Health,"Dr. Pradip Jamnadas, MD",
Is_x0LGNgC0,Where Did Our Gut Bacteria Come From? - Revealing the Origins of Our Microbiome,"Dr. Pradip Jamnadas, MD",gut;longevity
-vg5-HzSfmA,The Heart Disease Risk You Don’t Know About: The role of LPS,"Dr. Pradip Jamnadas, MD",
VVfCLb_n8vA,"I have a gut feeling about this... | The Microbiome, Metabolism and Overall Health","Dr. Pradip Jamnadas, MD",gut;longevity
mWNygxUPNsA,Reversing Diabetes - The Roles Medication and Diet Play,"Dr. Pradip Jamnadas, MD",nutrition
n2CCReA6v4E,Health Tips to Survive the Holidays,"Dr. Pradip Jamnadas, MD",
z3njgh2nFRk,Vitamin K2: The Surprising Benefits From Your Heart to Your Bones,"Dr. Pradip Jamnadas, MD",supplements
D_UJaEZe9gg,"Exposing the links between Calcium, Vitamin K2, and Plaque Buildup in Blood Vessels","Dr. Pradip Jamnadas, MD",bones;cardio;supplements
nDJHQz2JHeA,Top Two Reasons Why Most People Fail at Intermittent Fasting,"Dr. Pradip Jamnadas, MD",
j5-IzMaNLMQ,The Surprising Ways Modern Food Affects Our Waistline and Overall Health,"Dr. Pradip Jamnadas, MD",
OhZcxvGNzJY,What We Eat is Directly Linked to Prediabetes - Here's Why,"Dr. Pradip Jamnadas, MD",insulin
0wXWEdipBEg,How Fasting and Diet can Prevent Heart Disease Especially for High Risk Patients like South Asians,"Dr. Pradip Jamnadas, MD",nutrition
JiBE4C3q0WQ,Coronary Artery Disease in South Asians | The risk factors and how to reduce risk,"Dr. Pradip Jamnadas, MD",cardio
pCQovPrsM2k,Lunch and Dinner | The Meats and Vegetables you Should be Eating and Avoiding,"Dr. Pradip Jamnadas, MD",nutrition
gVsxe9v72C0,What Eating Processed Flour and Vegetable Seed Oils Really Does to You,"Dr. Pradip Jamnadas, MD",nutrition
uAJ6-X3ESS4,Best and Worst Breakfast Foods | The Effects of Eating Processed Foods and Sugar,"Dr. Pradip Jamnadas, MD",nutrition
yaf1swrS1_c,Treat High Blood Pressure's Root Cause by having a Complete Cardiac Examination,"Dr. Pradip Jamnadas, MD",
Rzb5r8FXpRU,2 Things a Cardiac Examination Needs to be Complete,"Dr. Pradip Jamnadas, MD",
YCWYTZImgVY,Loop Recorder Implant Procedure,"Dr. Pradip Jamnadas, MD",
4wd-3WyvlNQ,Why External Counterpulsation (ECP or EECP) benefits patients with Chest Pain and Coronary Calcium,"Dr. Pradip Jamnadas, MD",bones;cardio
mXHAuV27bs8,What is a Loop Recorder? - Remotely Monitoring Your Heart for Arrhythmias,"Dr. Pradip Jamnadas, MD",sleep
k4UyUBGnojU,What is a Cardiac Catheterization (Coronary Angiogram) and How is it Performed?,"Dr. Pradip Jamnadas, MD",cardio
6zZBiTfIp4Q,"""The Bittersweet Truth"" Dr. Jamnadas, MD - Galen Foundation Lecture 2019","Dr. Pradip Jamnadas, MD",
Yo-IL-LH5FQ,"""The Fat Lies"" Dr. Jamnadas, MD - Galen Foundation Lecture 2019","Dr. Pradip Jamnadas, MD",nutrition
A35IsJxs6mw,Avoiding Hospitalization and Monitoring Heart Failure with CardioMEMS,"Dr. Pradip Jamnadas, MD",
DZ3G8P0L_sM,What is an Echocardiogram?,"Dr. Pradip Jamnadas, MD",
SxS2AayOHmo,How Hidden Prediabetic Patients are found with Kraft Tests and 5 Major Causes of Insulin Resistance,"Dr. Pradip Jamnadas, MD",insulin;training
N0vFV3wOGPU,Heart Attack Treatment and My Patient's Most Common Symptoms,"Dr. Pradip Jamnadas, MD",
lPzT62_b4Ko,Heart Attacks: What they are and How to Prevent Them,"Dr. Pradip Jamnadas, MD",
2hy05-dM-lM,What is Right Heart Catheterization?,"Dr. Pradip Jamnadas, MD",
okxnQ0iwizk,Cardiovascular Interventions Orlando - Peripheral Interventions,NA,
2CYZbeYSvVE,What is a Leadless Pacemaker?,"Dr. Pradip Jamnadas, MD",
yb-srtyEOuY,What is Cardioversion and how does it help with Atrial Fibrillation (A-Fib)?,NA,
uHpN1FQ-Hvo,What is a CT Angiogram (CTA) of the Heart?,"Dr. Pradip Jamnadas, MD",
NYkW2vxyioc,What is a Coronary Calcium Score?,NA,bones;cardio
lylGyddTiGg,"Louis Tomlinson: ""The Room Was Cold That Day"". When The Police Knocked... I Just Knew",The Diary Of A CEO and Louis Tomlinson,
ZE_H7rijrVk,"No. 1 Sugar Expert: You've Been Sold A Lie About ""Healthy"" Food!",The Diary Of A CEO,nutrition
gryta3KZKU4,Insulin Doctor: The Fastest Way To Burn Dangerous Visceral Fat! I'm Finding Mould In My Patients!,The Diary Of A CEO,insulin;nutrition
QXUNnXHXeVQ,The Sugar Doctor: The Simple Diet That Prevents 80% of Disease!,The Diary Of A CEO,nutrition
jDG1m_b5Ih0,World No.1 Fasting Expert: The Link Between Cancer & Fasting That They're Hiding From You!,The Diary Of A CEO,
3C185Gkgg0U,The Fat Burning Expert: The REAL Reason You’re Not Losing Belly Fat (and How To Fix It Fast!),The Diary Of A CEO,nutrition
qgeQ5kMVwRA,Mohnish Pabrai: FASTEST Way To Financial Freedom! Proven Playbook For Quitting Your 9-5 In 9 Months!,The Diary Of A CEO,
JCTb3QSrGMQ,Anti-Aging Expert: Missing This Vitamin Is As Bad As Smoking! The Truth About Creatine!,The Diary Of A CEO,longevity;supplements
wQJlGHVmdrA,Vitamin D Expert: The Fastest Way To Dementia & The Big Lie About Sunlight!,The Diary Of A CEO,bones;supplements
LgsJ3V9pIG0,Chronic Disease Doctor: We Can Now Reverse Some Stage 4 Cancer?,The Diary Of A CEO,
epAVydG6IxI,Jeff Cavaliere: The TRUTH about Creatine! Melt Belly Fat With 1 Change!,The Diary Of A CEO,longevity;nutrition;supplements
0GQozcTPyO0,"Hormone Expert: Control Your Hormones Control Your Belly Fat! Cortisol, oestrogen, testosterone.",The Diary Of A CEO,nutrition
ffgpqk5hZBE,The Truth About Creatine & Exercise! 30% Of People Will Die From This! The Healthy Ageing Doctor,The Diary Of A CEO,longevity;supplements
cialLfVZqm4,Child Attachment Expert: We're Stressing Newborns & It's Causing ADHD! Hidden Dangers Of Daycare!,The Diary Of A CEO,neuro
NyFSkGMWP5Q,The Insulin & Glucose Doctor: This Will Strip Your Fat Faster Than Anything!,The Diary Of A CEO,insulin;nutrition
eOnIWDMNyfE,The Nutritional Scientist: Do Not Eat After 9pm! Link Between Chewing & Belly Fat!,The Diary Of A CEO,nutrition
It5_C6AF1pk,Exercise & Nutrition Scientist: The Truth About Exercise On Your Period! Take These 4 Supplements!,The Diary Of A CEO,nutrition;supplements
MGposaKNJKQ,Women Health Expert: Birth Control Changes Who You Are & How You Feel About Your Partner!,The Diary Of A CEO,
VaVC3PAWqLk,"The Cancer Doctor: ""This Common Food Is Making Cancer Worse!""",The Diary Of A CEO,
2j3T4oYJPfI,"The Anti-Obesity Doctor: If You Don't Exercise, This Is What's Happening To You! - Gabrielle Lyon",The Diary Of A CEO,weight
3esF-pNAM9c,Glucose Goddess: The 10 Glucose Hacks!,The Diary Of A CEO,insulin
jSqCL7Npln0,Andrew Huberman: You Must Control Your Dopamine! The Shocking Truth Behind Cold Showers!,The Diary Of A CEO,neuro
fybq6V74qRk,The Woman Who Helps NBA Stars To Sleep: Stop Having Showers Just Before Bed! Dr Cheri Mah,The Diary Of A CEO,sleep
D6wTuogebU8,The Healthy Ageing Doctor: Doing This For 30s Will Burn More Fat Than A Long Run! Dr Vonda Wright,The Diary Of A CEO,nutrition
Desm53JJVMA,The Extreme Sleep Scientist: The Painful Trick To Fix Insomnia And Poor Sleep!,The Diary Of A CEO,sleep
MrjIXLQ_OdA,"The Fasting Expert: ""The Truth About Ozempic"", These 3 Foods Are Leading To Cancer! - Dr Mindy Pelz",The Diary Of A CEO,
Cgo2mD4Pc54,The Menopause Doctor: This Diet Delays Menopause! Menopause Is Shrinking Your Brain! Dr Lisa Mosconi,The Diary Of A CEO,nutrition
ToUpAWW7u4c,Dr Mike: The Top 10 Lies Health Experts Have Told You!,The Diary Of A CEO,
5o-tRub-0pQ,"The Exercise Neuroscientist: NEW RESEARCH, The Shocking Link Between Exercise And Dementia!",The Diary Of A CEO,
4DWKf5RqU-s,The Glucose Expert: The Only Proven Way To Lose Weight Fast! Calorie Counting Is A Load of BS!,The Diary Of A CEO,insulin;weight
-xjneW1XZBs,Rebel Wilson: The Truth About Sacha Baron Cohen! Trauma Was The Reason I Couldn't Lose Weight!,The Diary Of A CEO,
IxVNR0Om-lA,Mo Gawdat: A WARNING about Stress & Anxiety! This Is Causing 70% Of Heart Attacks In Young People!,The Diary Of A CEO,
10enqcw2Qiw,"I Tested 100,000 People's DNA. This Diet Will Kill You - Gary Brecka",The Diary Of A CEO,nutrition
lbzn5iz8Mbo,The Longevity Expert: Is There A Link Between Milk & Cancer? + Ozempic Can Really Mess You Up!,The Diary Of A CEO,longevity
HUoPA6oP6do,The Better-Sex Doctor: The Link Between Masturbating & Prostate Cancer! Dr Rena Malik,The Diary Of A CEO,
Znoi6tBtYRc,The Calories Expert: Health Experts Are Wrong About Calories & Diet Coke! Layne Norton,The Diary Of A CEO,nutrition;weight
hQ78Hpwrt80,The Muscle Growth Doctor: Exercise At Night Is A Terrible Idea! Grip Strength = Disease! Andy Galpin,The Diary Of A CEO,training
WLWbFVKFffM,The Brain Doctor: 5 Popular Habits That Will Kill Your Brain Health!,The Diary Of A CEO,
3GVInaBCn_c,Leading Harvard Doctor: The Shocking Link Between Your Diet ADHD & Autism!,The Diary Of A CEO,neuro;nutrition
8RuWp3s6Uxk,Exercise Doesn't Make You Lose Weight! Doctor Jason Fung,The Diary Of A CEO,
qRY-foz-ZAw,The Happiness Expert: Single Friends Will Keep You Single & Obesity Is Contagious!,The Diary Of A CEO,weight
FN0_ow76hU8,The Mental Health Doctor: Your Phone Screen & Sitting Is Destroying Your Brain!,The Diary Of A CEO,longevity
-Hwlvkfp698,"The Fitness Scientist: ""Even A Little Alcohol Is Hurting Your Health!"" Kristen Holmes",The Diary Of A CEO,
2bUfUN9wUrs,"Michael Buble: ""I Will NEVER Be Carefree Again!"", Rejection, Cancer & Stealing!",The Diary Of A CEO,
TqNrJNhcf5g,The Coffee Expert: The Surprising Link Between Coffee & Your Mental Health! James Hoffmann,The Diary Of A CEO,
jnYrxVXQKS0,The Exercise Expert: This Popular Lifestyle Is Killing 1 Person Every 33 Seconds! Michael Easter,The Diary Of A CEO,
7XrntcEUjLM,The Food Doctor: Extra Protein Is Making You Fatter!? 6 Food Lies Everyone Still Believes!,The Diary Of A CEO,nutrition
hCW2NHbWNwA,"Leading Neuroscientist: Stress Leaks Through Skin, Is Contagious, Gives You Belly Fat! Dr Tara Swart",The Diary Of A CEO,nutrition
FyLwVyJ9uXw,"The Breathing Expert: Mouth Breathing Linked To ADHD, Diabetes & Child Sickness!",The Diary Of A CEO,neuro
NB4jZCxRkTw,Shocking TRUE Story: “I Lost Both Of My Legs Because Of A Tampon” (Health Warning) - Lauren Wasser,The Diary Of A CEO,
ujRwf1HdNjk,"Harvard Professor: REVEALING The 7 Big LIES About Exercise, Sleep, Running, Cancer & Sugar!!!",The Diary Of A CEO,nutrition;sleep
l5WybwqCZic,"Unlock The Secrets Of Your Mind, Boost Productivity & Reduce Stress! - Yung Pueblo | E255",The Diary Of A CEO,longevity
V7a8X8AB8yU,The Heart Surgeon: Cardio Is A Waste Of Time For Weight Loss! Philip Ovadia | E240,The Diary Of A CEO,weight
ULSEjCKTGZ0,Josh Peck: The Surprising Truth Behind The 127lb Weight Loss | E238,The Diary Of A CEO,weight
R-5H70SfbG8,Fix Your Gut Health! The 4 Foods Fueling Inflammation & Disease! - Dr Will Cole,The Diary Of A CEO,
Us8n8VBQn_c,The World’s No.1 Sleep Expert: The 6 Sleep Hacks You NEED! Matthew Walker,The Diary Of A CEO,sleep
It5DFXULOq0,The Health Expert: The One Food (WE ALL EAT) That's Killing Us Slowly: Max Lugavere | E223,The Diary Of A CEO,
NO_GdfSe9To,"The ""Happy Life"" Scientist: How To FINALLY Beat Stress, Worry & Uncertainty! Dacher Keltner | E219",The Diary Of A CEO,
Gy_vcL1cpP8,"The Weight Loss Scientist: You've Been LIED To About Calories, Dieting & Losing Weight: Giles Yeo",The Diary Of A CEO,nutrition;weight
66hWntvp0_4,"Doctor Tim Spector: The Shocking New Truth About Weight Loss, Calories & Diets | E209",The Diary Of A CEO,nutrition;weight
ZAYg2zQ0arE,Peter Crouch Opens Up About His Dark Times & Crying Himself To Sleep | E196,The Diary Of A CEO,longevity;sleep
wvwCZO9UKZE,"Meta’s VP on Leadership, Resilience, and Overcoming Challenges While Battling Cancer!",The Diary Of A CEO,
_5gfJdpgXvc,Brewdog Founder: The Untold Story Of One Britain’s Fastest Growing Companies: James Watt | E157,The Diary Of A CEO,
0KDESUdPRXs,What No One Tells You About Success And Mental Health! - Building A $240M Dollar Empire!,The Diary Of A CEO,
ct2k6iXLurg,Tom Bilyeu: From Broke & Sleeping On The Floor To A $1 Billion Business!,The Diary Of A CEO,sleep
8yVP1cCM4AU,The Happiness Expert: Retrain Your Brain For Maximum Happiness! Mo Gawdat,The Diary Of A CEO,
1DV6I5hK6ro,Jaackmaate: The Untold Story Of My Battle With Health Anxiety & OCD | E127,The Diary Of A CEO,
CwpSViM8MaY,Rio Ferdinand's Reveals The Training Ground & Dressing Room Secrets That Made United Unbeatable!,The Diary Of A CEO,longevity
18iBvgUbSMk,The Secret To A Good Nights Sleep with Stephanie Romiszewski | E64,The Diary Of A CEO,longevity;sleep
GWVM_5knTXg,"367 - Tylenol, pregnancy, and autism: What recent studies show and how to interpret the data",Peter Attia MD,
pSRxzefSEjI,What Would Make a School 10x Better? | Joe Liemandt,Peter Attia MD,
5jFvIEXA_pk,Can AI Learning Outcompete TikTok for Kids’ Attention? | Joe Liemandt,Peter Attia MD,
MYGovWAS9dI,Should We Pay Kids to Learn? | Joe Liemandt,Peter Attia MD,
EhVrBL8vZvo,Learning to Mastery: How to get Your Child to the Top 1% | Joe Liemandt,Peter Attia MD,
2g2n_CkAolg,"366 ‒ Transforming education with AI and an individualized, mastery-based education model",Peter Attia MD,
LCJoAcSZw3c,"The Biggest Lessons Learned in the last 5 Years | Jeff Cavaliere, Mike Boyle & Gabrielle Lyon, D.O.",Peter Attia MD,
bJLUchygaUg,"Protein Guidance: Amino Acids, Quality, & Intake | Jeff Cavaliere, Mike Boyle & Gabrielle Lyon, D.O.",Peter Attia MD,nutrition
V3RI83Xorq4,"Strength Training for Women in Menopause | Jeff Cavaliere, Mike Boyle & Gabrielle Lyon, D.O.",Peter Attia MD,training
CGajXgvsPB8,"Squats Vs. Single-Leg Training | Jeff Cavaliere, Mike Boyle & Gabrielle Lyon, D.O.",Peter Attia MD,
LmCi46JoZ6I,"Why Kids Shouldn’t Specialize Too Early in Sports| Jeff Cavaliere, Mike Boyle & Gabrielle Lyon, D.O.",Peter Attia MD,
ac0Nm71GpOY,"365 ‒ Training for longevity: A roundtable on building strength, preventing injury, protein, & more",Peter Attia MD,longevity;nutrition;training
DOcHTUXM6QM,"Diets: how to evaluate any diet including keto, carnivore, vegan & Mediterranean (AMA 75 sneak peek)",Peter Attia MD,nutrition
gwFP8sVgfDM,"Can Stem Cells Regenerate the Injured Brain? | Edward Chang, M.D.",Peter Attia MD,
25cQzrWPL5s,"How Computers Can Translate Brain Signals Into Words  | Edward Chang, M.D.",Peter Attia MD,
e6wWw2B3Dz0,"Do We Really Use Only 10% of Our Brain? | Edward Chang, M.D.",Peter Attia MD,
56hRRr_B7kg,"The Future of Glioblastoma Treatment | Edward Chang, M.D.",Peter Attia MD,
hza13Mm4NIA,"Restoring Speech: Can AI Help the Paralyzed Communicate? | Edward Chang, M.D.",Peter Attia MD,
y7LXTyUhSVM,"363 ‒ A new frontier in neurosurgery: brain-computer interfaces, new hope for brain diseases, & more",Peter Attia MD,
I6WCYlgoFEQ,"My Back Pain Story | Stuart McGill, Ph.D.",Peter Attia MD,
oiACeZfKXKw,"Back Surgery or Not? How to Decide  | Stuart McGill, Ph.D.",Peter Attia MD,
WB6WY_Tl4eU,"Is Your Back Pain Physical or Mental?  | Stuart McGill, Ph.D.",Peter Attia MD,
j2qppqLKEi0,"The 3 Best Exercises for Back Pain Relief  | Stuart McGill, Ph.D.",Peter Attia MD,
LQm_qB6qy1Q,"Should You Stop Deadlifting at a Certain Age? | Stuart McGill, Ph.D.",Peter Attia MD,
BUlGlPi5Ecs,"How to Exercise for Longevity: Stability, Core, & Injury Prevention | Stuart McGill, Ph.D.",Peter Attia MD,longevity
BMhyol0QPOY,"Worry vs. Worrying: Identifying Dysfunctional Health Anxiety | Josh Spitalnick, Ph.D.",Peter Attia MD,
hckXRo_yoRg,"Facing Your Fears: Exposure Therapy  | Josh Spitalnick, Ph.D.y",Peter Attia MD,
HlgkRwGNkP0,"Real Symptoms, No Diagnosis – What It Could Mean | Josh Spitalnick, Ph.D.",Peter Attia MD,
n8nXCfurzqE,"The Key to Managing Anxiety: Thoughts vs. Thinking | Josh Spitalnick, Ph.D.",Peter Attia MD,
c4j_bet1Z4A,"362 ‒ Understanding anxiety: defining, assessing, and treating health anxiety, OCD, and more",Peter Attia MD,
IckNGWU5nYg,"(AMA 74 trailer) Sugar and sugar substitutes: weight control, metabolic effects, & health trade-offs",Peter Attia MD,nutrition
tVi1l5VkDC8,How the Military Builds Habits That Stick | Charles Duhigg,Peter Attia MD,
gHwVrvsuWLI,How To Build Up Your Willpower Muscle | Charles Duhigg,Peter Attia MD,
